iter	Logloss
0	0.417263972
1	0.2370118083
2	0.1367110576
3	0.0783366464
4	0.04791362507
5	0.02928320245
6	0.01826872276
7	0.01176270565
8	0.007708885886
9	0.005127396111
10	0.003680201006
11	0.002738355242
12	0.002008975526
13	0.001531098485
14	0.001228182385
15	0.001028733811
16	0.0008282967006
17	0.0006834458362
18	0.0005708772442
19	0.0004834722752
20	0.0004197629483
21	0.0003659872737
22	0.0003248819078
23	0.0002908561782
24	0.000265648127
25	0.0002433775135
26	0.000225108418
27	0.0002087951648
28	0.0001945832619
29	0.0001840485694
30	0.0001749002272
31	0.0001665664989
32	0.0001589297042
33	0.0001519842151
34	0.0001450718413
35	0.0001407996922
36	0.0001364192044
37	0.0001324926805
38	0.0001289578365
39	0.0001255639335
40	0.000122210354
41	0.0001190921134
42	0.0001161847056
43	0.0001146420283
44	0.0001131601138
45	0.0001117922419
46	0.0001104620042
47	0.000109109159
48	0.000107782483
49	0.00010653831
50	0.0001052530672
51	0.0001040124851
52	0.0001028320898
53	0.000101608825
54	0.0001016024142
55	0.0001004076703
56	0.0001003921322
57	0.0001003921322
58	0.0001003921322
59	9.924656025e-05
60	9.924656025e-05
61	9.924656025e-05
62	9.804537734e-05
63	9.805070746e-05
64	9.805070746e-05
65	9.804159605e-05
66	9.804159605e-05
67	9.803514697e-05
68	9.803830509e-05
69	9.803830509e-05
70	9.803830509e-05
71	9.803830509e-05
72	9.803830509e-05
73	9.803794294e-05
74	9.674292701e-05
75	9.674292701e-05
76	9.673392397e-05
77	9.673392397e-05
78	9.673392397e-05
79	9.673887203e-05
80	9.672749375e-05
81	9.672749375e-05
82	9.672749375e-05
83	9.672749375e-05
84	9.672749375e-05
8585	0.00010818446286	9.672749375e-05
87	9.672749375e-05
88	9.672749375e-05
89	9.673924531e-05
90	9.6730106e-05
91	9.671568793e-05
92	9.671568793e-05
93	9.671568793e-05
94	9.671568793e-05
95	9.671568793e-05
96	9.671568793e-05
97	997	0.000106669198	998	0.000106669199	9.672137183e-05
100	9.672137183e-05
101	101	0.0001066688102	102	0.0001066688103	103	0.0001066721104	104	0.0001066632105	105	0.0001066632106	106	0.0001066632107	107	0.0001066632108	108	0.0001066632073
109	0.0001066639652
110	0.0001066639652
111	0.0001066639652
112	0.0001066639652
113	0.0001066594945
114	0.0001066529144
115	0.0001066529144
116	0.0001066529144
117	0.0001066488044
118	0.0001066473384
119	0.0001066367254
120	0.0001066367254
121	0.0001066367254
122	0.0001066367254
123	0.0001066444092
124	0.0001066444092
125	0.0001066444092
126	0.0001066385985
127	0.0001066385985
128	0.0001066385985
129	0.0001066385985
130	0.0001066385985
131	0.0001066341525
132	0.000106629713
133	0.000106629713
134	0.0001066257115
135	0.0001066257115
136	0.0001066257115
137	0.0001066257115
138	0.0001066329319
139	0.0001066329319
140	0.0001066329319
141	0.0001066329319
142	0.0001066200767
143	0.0001066200767
144	0.0001066266835
145	0.0001066100401
146	0.0001066100401
147	0.0001066100401
148	0.0001066191108
149	0.0001066135469
150	0.0001066135469
151	0.0001066098389
152	0.0001066098389
153	0.0001066098389
154	0.0001066036529
155	0.0001066036529
156	0.000106603361
157	0.0001065961834
158	0.0001066079919
159	0.0001065978568
160	0.0001065978568
161	0.0001065968511
162	0.0001065917725
163	0.0001065917725
164	0.0001065923024
165	0.0001065923024
166	0.0001065923024
167	0.0001065923024
168	0.0001065923024
169	0.0001065946783
170	0.0001065946783
171	0.0001065871412
172	0.0001065871412
173	0.0001065918413
174	0.0001065918413
175	0.0001065830636
176	0.0001065868739
177	0.0001065868739
178	0.0001065863471
179	0.0001065825035
180	0.000106572088
181	0.0001065700356
182	0.0001065755796
183	0.0001065755796
184	0.0001065755796
185	0.0001065707924
186	0.0001065643072
187	0.0001065643072
188	0.000106559542
189	0.000106559542
190	0.00010655191	9191	0.000106558192	9192	0.000106557193	193	0.0001065574194194	0.0001065574219195	0.000106557422
196	0.000106557422
197	0.000106557422
198	0.000106557422
199	0.000106557422
200	0.000106557422
201	0.000106557422
202	0.000106557422
203	0.000106557422
204	0.000106557422
205	0.000106557422
206	0.000106557422
207	0.000106557422
208	0.000106557422
209	0.000106557422
210	0.000106557422
211	0.000106557422
212	0.000106557422
213	0.000106557422
214	0.000106557422
215	0.000106557422
216	0.000106557422
217	0.000106557422
218	0.000106557422
219	0.000106557422
220	0.000106557422
221	0.000106557422
222	0.000106557422
223	0.000106557422
224	0.000106557422
225	0.000106557422
226	0.000106557422
227	0.000106557422
228	0.000106557422
229	0.000106557422
230	0.000106557422
231	0.000106557422
232	0.000106557422
233	0.000106557422
234	0.000106557422
